ID,Name,Type,Jan 2015 (kBtu),Feb 2015 (kBtu),Mar 2015 (kBtu),Apr 2015 (kBtu),May 2015 (kBtu),Jun 2015 (kBtu),Jul 2015 (kBtu),Aug 2015 (kBtu),Sep 2015 (kBtu),Oct 2015 (kBtu),Nov 2015 (kBtu),Dec 2015 (kBtu),Jan 2016 (kBtu),Feb 2016 (kBtu),Mar 2016 (kBtu),Apr 2016 (kBtu),May 2016 (kBtu),Jun 2016 (kBtu),Jul 2016 (kBtu),Aug 2016 (kBtu),Sep 2016 (kBtu),Oct 2016 (kBtu),Nov 2016 (kBtu),Dec 2016 (kBtu),Jan 2017 (kBtu),Feb 2017 (kBtu),Mar 2017 (kBtu),Apr 2017 (kBtu),May 2017 (kBtu),Jun 2017 (kBtu),Jul 2017 (kBtu),Aug 2017 (kBtu),Sep 2017 (kBtu),Oct 2017 (kBtu),Nov 2017 (kBtu),Dec 2017 (kBtu),Jan 2018 (kBtu),Feb 2018 (kBtu),Mar 2018 (kBtu),Apr 2018 (kBtu),May 2018 (kBtu),Jun 2018 (kBtu),Jul 2018 (kBtu),Aug 2018 (kBtu),Sep 2018 (kBtu),Oct 2018 (kBtu),Nov 2018 (kBtu),Dec 2018 (kBtu),Jan 2019 (kBtu),Feb 2019 (kBtu),Mar 2019 (kBtu),Apr 2019 (kBtu),May 2019 (kBtu),Jun 2019 (kBtu),Jul 2019 (kBtu),Aug 2019 (kBtu),Sep 2019 (kBtu),Oct 2019 (kBtu),Nov 2019 (kBtu),Dec 2019 (kBtu),Jan 2020 (kBtu),Feb 2020 (kBtu),Mar 2020 (kBtu),Apr 2020 (kBtu),May 2020 (kBtu),Jun 2020 (kBtu),Jul 2020 (kBtu),Aug 2020 (kBtu),Sep 2020 (kBtu),Oct 2020 (kBtu),Nov 2020 (kBtu),Dec 2020 (kBtu),Jan 2021 (kBtu),Feb 2021 (kBtu),Mar 2021 (kBtu),Apr 2021 (kBtu),May 2021 (kBtu),Jun 2021 (kBtu),Jul 2021 (kBtu),Aug 2021 (kBtu),Sep 2021 (kBtu),Oct 2021 (kBtu),Nov 2021 (kBtu),Dec 2021 (kBtu),Jan 2022 (kBtu),Feb 2022 (kBtu),Mar 2022 (kBtu),Apr 2022 (kBtu),May 2022 (kBtu),Jun 2022 (kBtu),Jul 2022 (kBtu),Aug 2022 (kBtu),Sep 2022 (kBtu),Oct 2022 (kBtu),Nov 2022 (kBtu),Dec 2022 (kBtu),Jan 2023 (kBtu),Feb 2023 (kBtu),Mar 2023 (kBtu),Apr 2023 (kBtu),May 2023 (kBtu),Jun 2023 (kBtu),Jul 2023 (kBtu),Aug 2023 (kBtu),Sep 2023 (kBtu),Oct 2023 (kBtu),Nov 2023 (kBtu),Dec 2023 (kBtu),Total
109,Sheep Barn,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Cattle Barn,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Physics Welding Shop,Lab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,A V Williams Building,Office,"6,370,010","6,180,427","6,162,807","9,664,518","5,253,959","5,191,585","5,436,966","5,821,647","5,830,646","6,872,078","6,885,109","6,978,583","7,132,236","7,124,187","6,968,930","6,468,907","6,519,138","5,233,626","5,178,864","4,956,552","6,026,282","6,537,054","6,207,500","6,434,813","6,297,048","6,644,369","7,759,420","7,754,834","6,436,963","6,164,092","5,518,817","5,954,142","6,766,396","7,075,679","7,354,304","8,108,958","8,738,122","7,273,372","7,342,680","6,354,057","6,000,833","4,702,497","4,979,949","5,040,334","4,897,368","5,088,976","5,261,459","5,279,583","6,047,666","4,899,263","5,290,607","4,838,569","5,217,460","3,434,584","3,565,367","3,879,778","4,224,697","5,027,542","4,766,926","5,590,297","5,571,394","5,466,099","4,857,965","4,966,487","3,932,431","3,709,368","3,941,042","3,969,101","4,106,813","3,854,659","4,786,015","5,924,175","5,326,142","4,932,081","5,383,380","5,364,225","4,588,676","3,661,185","4,054,106","3,959,744","4,522,680","4,713,954","5,047,313","5,191,941","5,521,002","5,669,474","5,262,395","5,694,578","5,091,470","5,259,460","3,757,278","3,387,571","4,189,339","4,808,264","4,466,168","4,686,230","3,830,527","4,029,221","4,155,323","3,671,327","4,225,380","4,464,535","4,268,321","4,165,860","4,879,858","4,981,198","9,524,570","5,878,031","588,711,787"
116,Residential Facilities Building 116,Office,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,2-NORTH FIELD LIGHTS,Other,"110,963","133,892","138,867","137,578","39,103","22,111","31,119","26,205","82,506","193,264","76,978","87,214","72,269","98,065","117,309","111,372","96,154","26,410","35,623","45,654","83,529","123,861","134,302","148,633","122,223","122,837","150,475","130,617","37,875","23,680","66,946","29,003","119,630","99,559","144,067","115,467","122,837","160,098","165,216","130,310","55,338","24,997","32,695","29,788","78,186","108,690","120,298","100,378","133,606","186,979","139,911","70,058","48,500","28,519","31,037","45,900","83,713","106,319","105,340","61,784","76,023","138,748","106,179","70,734","64,377","37,271","27,536","17,781","41,686","90,480","64,315","65,216","60,282","66,595","57,597","134,950","21,858","10,700","10,039","19,589","75,316","110,918","93,629","63,971","30,317","72,880","85,573","103,937","33,671","12,335","12,697","23,121","50,152","63,408","60,685","45,279","30,716","59,518","78,186","60,299","54,372","12,908","13,952","25,496","49,374","74,166","37,124","52,008","8,173,823"
119,Poultry Barn,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Chestertown Hall,Residential,"354,144","401,387","249,067","60,809","5,950",119,476,476,"1,666","80,563","151,249","185,402","193,494","197,778","102,816","53,074","2,975","3,808","3,094","3,570","1,666","80,325","228,599","423,045","415,548","126,735","144,942","16,898","6,545","1,348","119,652",595,714,"10,353","162,554","222,292","261,562","144,109","167,314","85,799",119,"1,759","16,249","1,547","1,348","56,644","168,385","185,402","248,472","155,890","172,312","52,122","15,708",0,"1,428","135,032","102,040","198,078","288,613","143,357","431,970","290,836","247,282","212,058","129,472","48,671",0,"5,831",476,"58,548","104,482","204,442","223,958","299,999","211,939","46,053","4,046",119,357,357,0,"32,963","193,137","193,613","398,888","284,053","193,494","79,264","1,666",119,952,119,833,"102,459","183,974","311,661","219,555","227,052","27,013","34,986","3,094",119,0,0,119,"21,777","252,637","255,017","12,156,477"
122,Cumberland Hall,Residential,"1,375,979","1,467,326","1,107,502","723,813","507,549","444,095","430,072","540,303","598,796","721,638","970,611","963,962","1,100,550","1,050,780","872,109","637,912","213,789","269,041","443,845","437,818","514,978","818,873","887,482","948,198","980,038","890,156","950,349","913,076","290,795","193,791","434,433","347,991","144,258","778,162","530,443","741,739","973,151","851,916","596,378","725,443","367,973","580,812","468,250","452,177","470,114","561,374","814,012","997,957","1,001,081","829,373","1,088,070","528,097","404,460","306,947","467,317","410,099","514,176","571,423","801,167","720,375","604,339","981,035","674,193","450,685","122,563","114,384","214,518","304,993","409,623","369,675","557,508","1,074,098","1,122,667","1,048,863","961,465","422,345","197,041","253,848","449,160","517,822","516,233","480,671","663,005","753,727","818,577","965,458","640,361","701,600","313,494","351,652","395,817","462,399","498,330","605,133","616,248","784,301","453,650","763,809","871,387","723,601","466,296","196,205","176,040","340,138","320,516","379,084","1,199,398","796,739","67,849,087"
124,Grounds Material Equipment Building,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2-PRACTICE FIELD LIGHTS,Office,"16,719","23,203","27,638","39,956","13,614","6,142","16,719","7,165","13,990","24,431","64,626","33,780","14,672","32,757","77,114","49,930","43,675","9,554","20,132","25,591","33,780","74,385","48,111","8,189","12,284","41,628","39,581","35,486","8,872","10,919","14,331","8,189","19,108","75,750","73,361","9,554","8,872","52,547","40,263","34,463","15,355","20,132","21,496","5,459","18,084","35,725","20,473","6,824","20,869","11,942","42,311","38,677","6,142","7,647","12,826","12,581","30,030","7,507","13,649","4,265","20,869","11,942","42,311","52,318","39,960","22,633","5,094","5,934","16,361","46,705","51,646","11,639","6,538","51,687","36,077","67,891","28,986","11,738","1,051","8,158","54,018","58,375","55,550","63,971","26,113","81,055","154,062","191,264","63,609","109,243","177,182","151,233","288,787","305,875","306,373","122,510","30,863","116,620","164,786","268,235","126,232","145,292","165,963","186,296","120,947","470,173","379,024","176,585","6,662,848"
126,House 1,Residential,"139,979","120,469","70,134","53,975","55,420","42,920","51,302","44,626","66,605","55,641","52,195","61,497","59,840","65,560","51,340","45,820","47,307","21,903","67,635","64,607","78,405","56,402","38,769","64,325","87,053","56,070","62,349","53,851","45,452","30,848","30,114","51,768","58,222","77,767","99,120","135,470","127,901","83,486","82,643","81,268","60,530","82,588","62,371","95,927","90,448","105,054","136,295","154,433","186,158","99,229","161,021","60,896","95,860","14,889","18,489","62,452","71,759","64,232","84,948","84,570","82,506","34,254","132,051","42,432","27,378","30,681","27,980","53,698","58,130","51,216","57,759","168,088","90,388","79,461","60,201","53,181","43,737","38,578","44,718","55,516","67,040","60,040","113,683","86,718","139,745","116,676","103,708","66,124","47,320","47,518","30,788","47,666","56,888","70,711","78,014","169,718","43,069","88,677","73,568","60,114","58,031","41,838","43,989","53,737","63,140","62,059","121,513","120,683","7,796,934"
127,House 2,Residential,"154,780","162,914","109,577","59,977","58,507","37,639","42,934","47,305","60,838","52,805","63,243","51,333","58,132","79,470","52,275","48,985","41,550","36,282","55,346","55,886","59,771","52,468","29,728","89,934","107,110","76,824","80,434","61,911","46,540","8,827","7,275","40,243","52,719","54,225","69,759","68,887","68,374","76,800","71,531","89,582","41,055","11,961","8,035","57,135","55,320","67,267","97,423","78,564","102,232","87,495","93,637","57,022","59,789","48,116","55,797","78,730","68,152","74,844","81,427","76,415","68,482","36,710","82,126","24,641","23,533","26,030","38,138","53,539","62,398","53,965","63,668","82,368","77,108","85,604","63,546","50,952","41,680","42,317","34,362","56,344","68,667","57,808","83,126","70,575","92,919","48,351","46,069","47,086","43,305","42,021","45,555","57,089","59,157","58,663","66,839","79,975","80,848","76,586","72,057","53,038","44,685","30,613","48,963","52,135","57,204","48,024","72,208","74,419","6,588,633"
128,House 3,Residential,"116,584","136,721","76,603","54,933","57,613","39,008","53,843","55,384","71,812","63,846","83,118","61,134","101,695","88,529","47,128","34,399","21,294","37,750","58,199","56,168","65,022","49,108","29,391","93,314","135,622","74,196","62,920","56,796","49,140","23,452","22,358","54,442","71,644","62,056","138,708","98,419","105,024","95,865","86,094","63,413","55,768","47,706","53,396","69,463","65,881","71,041","89,136","88,996","135,816","93,604","101,870","55,661","58,060","53,424","60,750","58,597","60,862","52,426","58,921","73,902","70,842","22,163","88,783","23,416","26,468","30,242","33,656","52,191","53,585","44,738","65,589","99,506","91,655","93,066","71,250","52,842","49,668","58,016","54,676","55,727","59,520","54,022","71,185","73,220","118,429","92,060","80,394","50,766","49,867","40,229","41,864","47,439","55,892","52,363","66,529","108,020","90,498","79,000","75,604","52,344","43,013","30,147","34,361","44,784","54,114","50,690","47,309","48,278","7,008,043"
129,House 4,Residential,"104,970","134,527","95,532","60,354","58,288","38,841","42,431","54,178","76,590","94,787","103,962","101,874","119,316","103,515","71,284","62,557","83,116","55,960","38,692","59,611","66,712","61,076","71,160","117,705","110,538","88,592","58,131","59,448","51,619","34,551","33,468","41,138","70,099","57,607","77,950","79,187","95,977","87,710","69,839","67,250","55,015","38,272","63,320","65,570","62,006","63,481","79,457","76,736","104,846","62,252","69,065","47,982","49,836","32,157","20,787","54,649","67,653","64,808","55,193","63,928","61,940","40,146","102,731","28,127","19,806","21,294","25,672","24,976","38,877","33,762","37,995","80,033","82,325","58,475","47,514","26,559","13,156","8,000","6,723","6,234","13,993","32,476","77,896","52,568","95,034","60,685","35,864","14,994","14,311","14,601","9,525","13,304","29,692","36,034","50,977","95,435","81,124","57,644","62,000","25,041","23,858","21,448","25,016","24,016","21,968","19,599","22,777","51,701","6,005,081"
130,House 5,Residential,"123,586","141,281","91,076","55,490","44,844","41,931","44,379","46,776","60,155","60,547","70,324","73,045","92,868","96,738","66,628","53,456","40,795","9,243","16,690","40,336","49,948","73,394","59,360","109,204","98,139","80,253","71,686","85,366","51,991","50,254","51,354","46,488","64,933","43,235","89,848","94,844","101,991","79,184","77,558","71,517","53,418","35,718","39,231","57,241","56,203","63,305","87,331","84,841","118,863","76,515","81,044","48,899","52,618","53,648","64,962","55,518","58,756","48,509","32,704","76,639","82,848","19,822","50,880","16,321","16,209","21,033","30,919","44,777","51,091","43,672","45,610","78,346","71,282","83,536","56,804","46,638","38,012","39,790","44,356","47,541","60,567","54,718","70,709","63,365","111,613","89,599","65,263","49,540","45,552","47,604","49,043","49,302","55,282","47,403","101,831","51,197","36,446","45,202","41,003","47,649","43,562","34,873","31,514","37,604","49,789","44,590","39,056","37,431","6,397,492"
131,House 6,Residential,"111,526","121,340","73,138","62,842","53,865","45,940","50,155","67,520","69,624","57,022","57,805","67,398","117,951","113,436","86,386","70,296","48,405","6,505","11,940","50,581","70,016","74,394","95,174","151,598","121,214","127,823","151,432","76,143","51,053","52,625","53,102","50,615","53,910","50,279","84,060","104,164","116,662","98,893","83,894","59,697","49,807","50,265","57,936","58,893","56,194","56,322","78,264","82,067","127,387","86,954","90,620","48,627","50,981","52,146","62,051","57,319","57,388","49,414","63,742","77,796","75,779","28,639","108,222","33,896","19,697","18,918","34,165","37,881","28,511","20,159","28,714","80,463","81,114","83,000","47,418","26,723","19,361","20,109","23,324","27,508","24,255","23,820","45,353","48,802","107,311","69,579","52,273","18,939","21,445","24,945","31,434","47,293","49,760","40,622","55,467","87,526","69,271","62,415","66,431","41,202","38,302","41,518","53,754","52,132","54,161","46,771","57,144","66,453","6,626,578"
132,House 7,Residential,"140,892","160,450","105,335","68,651","58,628","45,141","55,983","60,406","71,969","93,961","106,637","105,134","132,059","129,935","67,287","58,172","27,344","46,344","45,466","55,981","59,685","48,868","75,731","129,110","107,206","55,923","124,436","89,147","45,700","56,366","56,323","51,345","63,876","61,599","72,495","95,602","100,720","71,698","59,634","51,830","61,577","57,340","69,448","73,041","67,318","62,690","83,738","65,196","93,361","61,260","68,624","50,900","58,845","44,980","58,160","64,983","67,958","60,171","58,375","59,950","51,712","39,141","76,172","25,600","21,731","25,932","34,767","54,729","59,571","46,761","45,816","61,087","63,777","72,334","48,336","49,864","45,800","39,573","40,948","60,012","77,422","62,181","55,920","51,322","101,715","63,923","58,043","51,183","50,995","53,558","69,116","68,750","64,065","48,448","53,899","72,629","41,952","51,417","48,783","45,878","41,029","32,597","49,326","58,123","65,216","52,726","56,138","55,083","6,966,081"
133,House 8,Residential,"125,970","148,694","96,650","61,032","53,462","36,372","50,172","48,754","66,077","66,931","74,064","74,377","92,214","95,785","62,095","53,890","42,431","23,666","27,727","71,695","58,642","58,480","59,470","101,132","86,953","93,369","79,336","84,505","44,486","38,578","38,725","41,897","59,680","53,541","76,859","85,365","91,065","62,935","63,689","53,891","37,485","24,936","35,227","46,170","41,458","52,119","76,216","79,998","112,208","63,226","66,358","63,532","69,645","62,176","64,154","59,020","101,293","93,677","80,179","161,227","175,599","24,450","96,711","70,228","36,676","51,200","20,824","86,777","56,604","38,240","83,203","136,257","125,980","127,264","90,151","54,242","49,557","25,162","23,414","39,840","55,495","40,973","117,880","124,210","162,624","119,088","75,860","44,336","43,643","37,809","33,181","50,035","59,702","53,803","101,333","148,513","154,145","120,805","98,229","58,142","48,536","28,070","32,011","48,939","66,938","55,934","94,594","113,507","7,695,677"
134,House 9,Residential,"136,659","157,187","101,240","53,150","49,558","38,933","45,417","43,662","62,331","50,546","78,214","98,261","122,259","104,350","64,656","57,704","38,106","38,886","44,806","52,930","62,177","50,440","66,101","140,460","105,648","95,735","59,441","284,524","44,852","49,596","48,949","46,611","54,365","56,318","87,020","96,709","103,746","70,405","73,834","63,125","47,443","42,057","42,585","52,861","56,361","65,446","92,270","93,644","127,659","76,705","90,783","76,269","54,531","35,964","49,719","52,291","54,562","56,737","40,931","41,718","37,737","26,293","51,805","24,630","21,477","20,566","54,110","44,205","51,425","41,458","37,019","35,298","34,475","43,925","35,162","45,209","38,019","27,502","39,836","42,227","62,288","57,298","68,647","74,080","93,000","86,347","83,818","50,257","43,249","33,863","31,045","48,213","53,525","44,586","79,875","67,855","80,956","66,854","62,383","46,984","38,197","25,546","37,807","36,655","50,384","45,393","59,015","95,228","6,725,174"
135,House 10,Residential,"126,940","155,099","100,445","59,969","64,577","53,428","66,717","69,624","81,806","72,256","81,909","82,874","96,908","104,350","71,899","66,258","51,711","28,137","28,202","68,134","86,707","72,032","68,703","110,628","90,493","102,303","85,141","89,894","51,597","69,563","71,392","66,720","70,569","64,785","90,652","96,889","102,676","81,798","81,246","74,458","61,957","24,250","49,458","71,291","72,291","81,217","98,162","94,887","131,386","85,798","84,750","50,451","63,357","60,630","74,015","72,845","73,418","78,438","85,209","91,414","122,473","65,114","48,740","22,439","19,091","26,728","42,740","74,340","67,897","45,558","33,938","23,829","27,860","36,308","38,747","47,728","53,398","63,509","41,582","51,925","76,969","61,497","39,445","31,987","31,060","37,909","37,322","40,577","50,113","55,871","40,978","57,499","56,643","43,270","41,210","53,820","44,123","37,379","37,994","44,973","45,568","41,737","47,775","64,447","72,422","54,617","37,216","30,413","6,933,486"
136,House 11,Residential,"35,374","46,742","48,325","59,357","64,132","50,377","55,948","61,535","74,669","57,815","49,203","39,713","36,598","51,388","49,000","52,119","52,566","34,480","62,982","64,599","70,700","53,813","41,324","35,712","31,842","46,999","51,373","55,293","51,175","58,150","59,435","59,143","65,503","62,580","52,082","39,667","43,461","53,811","44,723","49,309","55,885","45,932","52,374","65,479","63,208","61,480","49,945","39,853","37,221","39,376","44,330","47,945","52,853","39,631","50,026","65,571","68,058","64,137","40,102","35,889","33,772","27,572","49,892","28,407","29,172","29,745","44,504","35,321","41,309","44,626","21,692","23,907","21,457","21,343","23,791","25,591","21,802","23,472","32,043","65,243","78,937","62,243","39,803","36,481","35,038","42,772","40,020","45,111","47,237","37,241","22,617","49,431","66,840","49,560","43,006","38,066","37,357","39,611","40,808","49,312","41,036","12,613","11,242","43,146","61,252","55,763","40,744","26,538","4,930,794"
137,House 12,Residential,"131,239","149,802","96,668","64,308","60,218","41,659","49,404","54,864","73,783","68,211","77,577","78,150","91,717","101,076","69,497","61,136","48,423","20,411","39,448","53,610","71,301","65,696","61,839","104,771","85,544","94,142","77,408","81,052","46,668","34,505","33,707","50,044","65,695","62,372","90,907","97,313","103,638","80,934","79,641","72,168","57,179","32,666","23,950","52,647","72,489","68,997","90,369","90,457","123,861","79,990","83,166","53,759","54,869","47,447","56,592","58,343","70,169","64,581","58,763","106,585","108,938","32,307","83,617","32,246","27,897","23,045","25,725","46,152","54,062","38,985","44,107","40,475","42,910","45,037","48,129","46,731","45,159","27,514","24,345","48,745","66,647","55,876","46,658","70,212","104,718","70,593","57,516","48,951","56,786","43,039","32,279","56,711","67,579","53,991","78,949","124,003","96,525","89,711","86,111","65,161","59,158","55,540","53,980","58,368","68,007","60,656","41,963","76,856","6,970,092"
138,House 13,Residential,"31,257","38,683","37,113","44,837","53,406","33,761","46,238","48,910","62,191","50,694","41,232","32,452","30,594","43,204","40,168","43,677","40,929","25,706","47,372","56,126","63,868","47,805","57,966","28,028","19,876","37,962","55,706","36,250","36,314","56,521","57,332","54,700","65,930","54,427","46,476","30,872","33,389","122,638","93,269","71,954","64,390","45,165","55,251","63,986","62,402","59,946","69,710","34,252","121,190","83,624","79,008","100,866","62,951","46,209","53,698","63,872","74,872","74,699","63,662","72,251","70,346","31,464","103,999","43,085","33,326","35,242","34,390","61,277","62,688","53,973","69,064","86,689","86,654","102,408","77,584","65,064","51,998","37,867","26,665","42,565","66,302","53,983","92,235","96,745","139,717","102,384","86,482","54,390","58,475","52,089","31,980","62,458","70,098","63,231","89,135","119,107","117,608","90,835","96,571","63,384","53,484","26,535","21,129","36,198","62,576","52,783","92,690","89,158","6,489,951"
139,House 14,Residential,"124,491","143,860","93,038","60,854","57,414","37,604","49,998","51,941","68,941","66,709","74,789","75,648","95,551","92,114","60,143","53,280","48,733","27,828","56,776","60,804","69,312","66,022","59,460","103,582","84,882","96,520","69,127","98,224","61,559","51,690","50,140","46,156","64,093","55,299","87,952","94,616","98,281","76,707","81,172","72,064","54,326","26,748","32,015","58,931","58,602","69,972","55,276","87,428","120,606","77,005","80,765","50,832","55,922","43,863","52,062","66,580","76,901","71,606","65,916","77,971","78,516","30,392","110,454","31,848","27,664","37,032","37,818","62,150","67,553","58,064","74,277","78,253","72,644","89,464","66,027","85,764","412,652","167,568","34,069","49,097","80,218","63,935","85,684","77,553","99,698","94,866","80,589","52,833","70,828","55,108","39,927","85,841","63,980","51,404","78,459","101,596","109,092","80,512","88,453","62,067","51,470","32,430","39,357","54,897","63,072","56,284","88,936","85,036","7,836,126"
140,Health Center,Office,"786,506","827,288","690,169","545,742","512,602","559,477","596,855","541,457","583,936","803,469","599,900","671,549","737,639","715,291","577,091","602,866","561,636","515,109","539,772","575,097","548,080","765,809","550,937","823,099","694,173","599,900","545,443","509,599","685,651","378,083","309,487","406,154","420,781","420,886","520,035","701,354","897,004","427,211","557,829","417,817","193,486","223,173","141,282","403,421","434,471","498,953","536,333","655,977","859,969","522,120","507,200","443,991","483,134","400,582","500,195","383,830","318,003","596,192","667,112","884,322","679,136","731,660","507,200","403,296","413,737","402,471","444,600","420,081","405,348","462,183","654,737","849,533","1,373,598","883,006","830,621","785,054","1,261,037","546,258","493,229","486,405","549,091","628,113","646,548","693,709","958,850","765,979","738,023","666,449","422,496","489,473","444,082","603,201","514,655","759,067","663,077","850,015","728,183","707,090","842,600","693,001","377,116","495,651","472,292","529,639","524,974","714,405","595,374","827,830","64,310,703"
141,Tawes Hall,Office,"1,648,483","1,692,291","1,516,916","1,293,747","1,398,023","1,578,700","1,785,886","1,648,640","1,630,007","1,597,300","1,438,039","1,741,283","1,616,502","1,727,731","1,153,807","1,862,836","1,415,980","1,461,598","1,808,456","1,858,302","1,647,751","1,588,968","1,397,452","1,700,684","1,974,186","1,365,538","1,527,969","1,244,109","1,382,488","1,650,854","1,918,375","1,651,039","1,640,426","1,485,219","1,377,301","1,819,814","1,982,335","1,309,555","1,654,618","1,520,704","1,562,866","1,536,394","1,956,864","1,788,630","1,777,316","1,611,633","1,371,174","1,583,917","1,765,823","1,162,273","1,284,030","1,527,853","1,439,483","1,341,960","1,708,304","1,677,593","1,466,959","1,213,387","922,834","1,153,382","1,343,581","1,358,569","702,198","411,571","837,136","958,577","1,180,331","1,204,274","1,253,712","1,283,979","989,387","1,352,524","1,274,356","1,246,393","1,011,776","895,485","812,420","1,206,750","1,406,696","1,507,506","1,550,455","1,516,114","1,117,844","1,292,942","1,626,367","1,194,457","1,165,045","1,108,511","1,089,936","1,149,572","895,849","1,353,992","1,385,009","1,249,522","1,244,620","1,619,097","1,307,842","1,219,271","1,266,322","1,126,548","1,065,820","1,002,759","1,351,011","1,480,585","1,466,867","1,479,152","1,260,568","955,060","151,344,944"
142,Animal Sciences Agric Engrg Bldg,Lab,"7,194,923","6,173,683","7,169,950","6,967,889","8,480,934","8,764,947","8,740,167","8,292,211","6,599,687","5,946,265","6,094,436","41,472,274","8,552,295","6,860,004","6,982,363","6,722,786","6,807,657","7,197,441","8,186,956","7,983,564","6,517,316","6,901,212","6,788,442","6,956,420","6,728,137","5,734,910","6,732,453","7,486,844","6,565,157","7,533,075","9,171,604","8,362,171","6,699,267","7,225,013","7,454,804","7,996,532","6,143,101","3,867,373","7,640,366","6,255,553","8,267,414","8,666,793","9,392,906","9,804,602","8,454,773","7,746,414","6,810,627","6,471,147","7,211,753","3,273,216","4,480,686","5,225,023","4,242,064","4,690,750","6,231,471","7,236,934","5,802,883","4,607,023","5,617,491","6,235,316","6,075,699","5,982,893","4,418,654","4,391,336","4,451,968","5,751,562","8,774,755","8,573,214","5,860,613","4,015,755","4,391,279","4,836,240","3,315,051","3,470,517","3,641,830","4,052,052","4,226,339","6,095,886","8,600,827","9,041,785","5,776,455","5,064,225","5,518,701","5,555,123","7,279,310","3,684,302","3,895,555","3,450,030","5,020,983","6,133,806","10,519,761","8,120,781","5,341,877","3,592,320","3,831,104","5,049,344","2,557,837","3,007,244","2,670,523","3,320,859","4,068,092","4,829,792","7,451,776","7,486,407","5,077,697","3,642,660","2,494,999","4,021,462","698,850,746"
143,Benjamin Building,Office,"1,375,284","1,226,853","700,782","460,161","249,470","197,718","202,678","189,672","227,454","459,449","465,311","486,501","797,953","758,361","515,987","418,923","1,002,090","219,946","237,863","258,080","252,966","338,739","858,778","939,363","759,143","513,646","668,506","447,037","287,659","187,898","199,912","194,721","233,115","292,853","564,544","1,487,632","1,833,743","1,401,982","1,133,638","972,311","269,816","196,320","226,282","375,489","334,508","545,441","867,640","633,278","1,236,248","211,658","207,583","429,780","459,617","235,359","254,973","287,636","297,660","406,294","668,453","855,587","909,136","939,218","680,737","494,635","805,563","1,029,041","970,926","980,047","658,023","569,899","647,885","846,625","622,274","656,177","530,611","394,720","153,925","190,997","176,003","194,203","420,571","646,683","872,445","937,773","746,350","564,670","461,563","493,963","1,496,049","215,815","226,844","200,460","176,701","947,516","897,687","966,541","817,751","1,130,990","1,119,122","1,769,953","1,646,695","266,319","890,818","821,587","1,042,793","1,677,885","1,808,144","1,385,172","70,117,849"
